CenterPos,Eidolon_helvum,GX2018-BtCoV92,HKU9,GCCDC1,Alternate,Alternate_ID,Query
8621,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8641,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8661,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8681,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8701,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8721,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8741,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8761,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8781,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8801,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8821,0.8,0.78,0.77,0.85,0.84,Rousettus_madagascariensis,Pteropus_rufus
8841,0.76,0.72,0.77,0.73,0.73,Rousettus_madagascariensis,Pteropus_rufus
8861,0.74,0.74,0.75,0.74,0.74,Rousettus_madagascariensis,Pteropus_rufus
8881,0.71,0.73,0.74,0.76,0.71,Rousettus_madagascariensis,Pteropus_rufus
8901,0.71,0.73,0.74,0.76,0.71,Rousettus_madagascariensis,Pteropus_rufus
8921,0.71,0.73,0.74,0.76,0.71,Rousettus_madagascariensis,Pteropus_rufus
8941,0.71,0.73,0.74,0.76,0.71,Rousettus_madagascariensis,Pteropus_rufus
8961,0.71,0.73,0.74,0.76,0.71,Rousettus_madagascariensis,Pteropus_rufus
8981,0.71,0.73,0.74,0.76,0.71,Rousettus_madagascariensis,Pteropus_rufus
9001,0.71,0.73,0.74,0.76,0.71,Rousettus_madagascariensis,Pteropus_rufus
9021,0.71,0.73,0.74,0.76,0.71,Rousettus_madagascariensis,Pteropus_rufus
9041,0.71,0.73,0.74,0.76,0.71,Rousettus_madagascariensis,Pteropus_rufus
9061,0.71,0.73,0.74,0.76,0.71,Rousettus_madagascariensis,Pteropus_rufus
9081,0.71,0.73,0.74,0.76,0.71,Rousettus_madagascariensis,Pteropus_rufus
9101,0.85,0.81,0.83,0.84,0.83,Rousettus_madagascariensis,Pteropus_rufus
9121,0.86,0.84,0.88,0.83,0.84,Rousettus_madagascariensis,Pteropus_rufus
9141,0.83,0.83,0.87,0.82,0.83,Rousettus_madagascariensis,Pteropus_rufus
9161,0.83,0.83,0.87,0.82,0.85,Rousettus_madagascariensis,Pteropus_rufus
9181,0.84,0.85,0.88,0.84,0.86,Rousettus_madagascariensis,Pteropus_rufus
9201,0.82,0.83,0.85,0.82,0.85,Rousettus_madagascariensis,Pteropus_rufus
9221,0.8,0.82,0.84,0.81,0.82,Rousettus_madagascariensis,Pteropus_rufus
9241,0.85,0.8,0.82,0.8,0.87,Rousettus_madagascariensis,Pteropus_rufus
9261,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9281,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9301,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9321,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9341,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9361,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9381,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9401,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9421,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9441,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9461,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9481,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9501,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9521,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9541,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9561,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9581,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9601,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9621,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9641,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9661,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9681,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9701,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9721,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9741,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9761,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9781,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9801,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9821,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9841,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9861,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9881,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9901,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9921,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9941,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9961,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
9981,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
10001,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
10021,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
10041,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
10061,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
10081,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
10101,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
10121,0.85,0.81,0.83,0.81,0.87,Rousettus_madagascariensis,Pteropus_rufus
